daily_revenue,daily_views,daily_purchases,dates
3358.2200000000003,4331,750,2019-02-07
5277.92,4443,882,2019-02-08
0.0,0,0,2019-02-09
1859.3600000000001,2154,624,2019-02-10
3763.7599999999998,4308,909,2019-02-11
6739.75,5866,1111,2019-02-12
3541.76,6671,1050,2019-02-13
7366.91,7691,1608,2019-02-14
2785.32,4408,766,2019-02-15
0.0,0,0,2019-02-16
2721.29,3472,864,2019-02-17
15973.82,4973,1102,2019-02-18
5502.54,8100,1546,2019-02-19
7000.9,7488,1528,2019-02-20
4793.93,7477,1219,2019-02-21
3224.04,6670,911,2019-02-22
0.0,0,0,2019-02-23
2391.38,3516,797,2019-02-24
7588.6,6390,1628,2019-02-25
4281.16,5388,1051,2019-02-26
3314.8,5734,890,2019-02-27
5017.24,5888,1222,2019-02-28
2668.86,5184,950,2019-03-01
0.0,0,0,2019-03-02
2845.04,3385,844,2019-03-03
10432.37,7548,1905,2019-03-04
5006.22,7888,1491,2019-03-05
4398.75,6184,1155,2019-03-06
3128.49,5514,954,2019-03-07
3440.3900000000003,5152,873,2019-03-08
0.0,0,0,2019-03-09
1320.8100000000002,1854,519,2019-03-10
3105.1400000000003,4778,924,2019-03-11
5476.629999999999,5649,1155,2019-03-12
2682.47,5237,786,2019-03-13
8037.3,7885,1907,2019-03-14
16580.219999999998,6268,1259,2019-03-15
0.0,0,0,2019-03-16
4735.41,7259,1388,2019-03-17
2739.66,6503,999,2019-03-18
9746.83,8437,2207,2019-03-19
4356.139999999999,6192,1185,2019-03-20
4163.84,8128,1460,2019-03-21
4880.17,5100,1178,2019-03-22
0.0,0,0,2019-03-23
2087.31,3132,725,2019-03-24
9035.970000000001,6583,1462,2019-03-25
8698.99,9835,1852,2019-03-26
4836.009999999999,8680,1509,2019-03-27
8671.51,7920,1633,2019-03-28
3993.72,6706,1162,2019-03-29
0.0,0,0,2019-03-30
1788.1599999999999,2723,731,2019-03-31
6172.05,7418,1608,2019-04-01
3566.91,5684,1077,2019-04-02
3592.4000000000005,5315,1056,2019-04-03
4232.26,5836,1382,2019-04-04
8560.6,7481,1300,2019-04-05
0.0,0,0,2019-04-06
3017.48,3806,914,2019-04-07
3059.63,7459,1102,2019-04-08
3524.26,7897,1099,2019-04-09
2762.41,6902,985,2019-04-10
4738.17,9698,1445,2019-04-11
8310.721000000001,6339,1406,2019-04-12
0.0,0,0,2019-04-13
2514.7400000000002,5080,912,2019-04-14
11835.28,10373,3178,2019-04-15
6621.660000000001,8051,1755,2019-04-16
3096.97,7407,990,2019-04-17
8782.310000000001,8442,1746,2019-04-18
0.0,0,0,2019-04-19
0.0,0,0,2019-04-20
0.0,0,0,2019-04-21
0.0,0,0,2019-04-22
8178.9,8919,1821,2019-04-23
4042.9700000000003,7357,1255,2019-04-24
4442.67,7160,1114,2019-04-25
0.0,0,0,2019-04-26
0.0,0,0,2019-04-27
1218.14,2236,419,2019-04-28
0.0,0,0,2019-04-29
28102.51,6464,1323,2019-04-30
3385.36,7001,1081,2019-05-01
5740.32,8452,1677,2019-05-02
6952.63,10093,1979,2019-05-03
0.0,0,0,2019-05-04
4009.0099999999998,6582,1394,2019-05-05
8448.500000000002,8622,1673,2019-05-06
15023.87,10134,2424,2019-05-07
5432.380000000001,9128,1556,2019-05-08
5813.48,8739,1554,2019-05-09
4433.5,7105,1249,2019-05-10
0.0,0,0,2019-05-11
2108.42,3300,781,2019-05-12
20236.7,8094,1446,2019-05-13
8802.66,8907,1705,2019-05-14
4857.11,8062,1271,2019-05-15
6706.620000000001,9924,1702,2019-05-16
3619.8999999999996,7700,1071,2019-05-17
0.0,0,0,2019-05-18
4120.03,8325,1422,2019-05-19
5662.04,6912,1423,2019-05-20
7171.0599999999995,8306,1718,2019-05-21
4045.4300000000003,6292,1199,2019-05-22
3699.77,4766,811,2019-05-23
4901.59,5987,1077,2019-05-24
0.0,0,0,2019-05-25
1598.0,2389,602,2019-05-26
0.0,0,0,2019-05-27
4440.86,5345,1115,2019-05-28
5588.87,4936,1381,2019-05-29
6591.09,7016,1401,2019-05-30
2894.54,4204,777,2019-05-31
0.0,0,0,2019-06-01
4123.98,7218,1345,2019-06-02
4130.1900000000005,6139,1088,2019-06-03
6505.89,9290,1847,2019-06-04
10134.77,10154,2090,2019-06-05
6661.9,8993,1596,2019-06-06
44136.56,4990,990,2019-06-07
0.0,0,0,2019-06-08
2985.2200000000003,4526,1048,2019-06-09
5095.990000000001,5934,1216,2019-06-10
6428.16,7101,1585,2019-06-11
6763.24,6133,1445,2019-06-12
4830.860000000001,8617,1382,2019-06-13
2340.1000000000004,4941,771,2019-06-14
0.0,0,0,2019-06-15
3093.54,5876,1062,2019-06-16
7741.98,6711,1677,2019-06-17
5835.83,6033,1330,2019-06-18
2457.0099999999998,5964,892,2019-06-19
5968.25,9478,1849,2019-06-20
13711.699999999999,5211,907,2019-06-21
0.0,0,0,2019-06-22
2460.38,2423,675,2019-06-23
4466.99,4727,1126,2019-06-24
4991.26,5477,932,2019-06-25
4611.0,5702,1274,2019-06-26
5128.02,8230,1487,2019-06-27
3096.2000000000003,4674,923,2019-06-28
0.0,0,0,2019-06-29
1793.9799999999998,2534,602,2019-06-30
8135.049999999999,7898,2050,2019-07-01
9084.94,9667,2142,2019-07-02
4832.23,8082,1690,2019-07-03
6223.2699999999995,9782,1832,2019-07-04
6792.05,6383,1396,2019-07-05
0.0,0,0,2019-07-06
1976.14,2840,820,2019-07-07
3823.8399999999997,6871,1314,2019-07-08
6185.21,6341,1547,2019-07-09
15525.8,7037,1494,2019-07-10
4781.37,7573,1498,2019-07-11
3947.0899999999997,4406,1077,2019-07-12
0.0,0,0,2019-07-13
3153.55,5990,1181,2019-07-14
26946.800000000003,8065,2032,2019-07-15
3879.8599999999997,8592,1202,2019-07-16
10670.399999999998,8798,1916,2019-07-17
6162.87,9516,1430,2019-07-18
3866.3199999999997,6108,1212,2019-07-19
0.0,0,0,2019-07-20
2974.19,6334,1036,2019-07-21
7403.85,7985,1804,2019-07-22
3888.3709999999996,7348,1234,2019-07-23
3477.53,6028,1106,2019-07-24
3967.24,8757,1277,2019-07-25
3378.21,6911,1056,2019-07-26
0.0,0,0,2019-07-27
2656.7,5220,1093,2019-07-28
4124.82,6324,1124,2019-07-29
15260.119999999999,5495,1007,2019-07-30
4844.04,9187,1522,2019-07-31
