daily_revenue,daily_views,daily_purchases,dates
12.75,2,1,2018-04-24
0.0,0,0,2018-04-25
321.0299999999999,620,79,2018-04-26
100.75999999999999,421,51,2018-04-27
0.0,0,0,2018-04-28
111.36999999999999,385,42,2018-04-29
0.0,0,0,2018-04-30
685.34,560,68,2018-05-01
0.0,0,0,2018-05-02
671.12,1355,196,2018-05-03
0.0,0,0,2018-05-04
0.0,0,0,2018-05-05
625.09,1530,165,2018-05-06
315.76,356,54,2018-05-07
173.22999999999996,434,55,2018-05-08
0.0,0,0,2018-05-09
79.69,281,24,2018-05-10
10.15,4,2,2018-05-11
0.0,0,0,2018-05-12
0.0,0,0,2018-05-13
191.9,415,56,2018-05-14
0.0,0,0,2018-05-15
8.44,2,2,2018-05-16
226.84999999999997,180,28,2018-05-17
134.95000000000002,202,24,2018-05-18
0.0,0,0,2018-05-19
0.0,0,0,2018-05-20
138.22000000000003,243,30,2018-05-21
5.55,2,1,2018-05-22
266.06000000000006,509,69,2018-05-23
0.0,0,0,2018-05-24
0.0,0,0,2018-05-25
0.0,0,0,2018-05-26
0.0,0,0,2018-05-27
0.0,0,0,2018-05-28
0.0,0,0,2018-05-29
0.0,0,0,2018-05-30
229.23,724,74,2018-05-31
0.0,0,0,2018-06-01
0.0,0,0,2018-06-02
0.0,0,0,2018-06-03
0.0,0,0,2018-06-04
0.0,0,0,2018-06-05
0.0,0,0,2018-06-06
3.9000000000000004,7,2,2018-06-07
316.89,563,70,2018-06-08
0.0,0,0,2018-06-09
0.0,0,0,2018-06-10
651.0799999999999,1156,144,2018-06-11
126.85000000000001,532,50,2018-06-12
77.2,36,7,2018-06-13
171.75,332,50,2018-06-14
0.0,0,0,2018-06-15
0.0,0,0,2018-06-16
29.119999999999997,72,5,2018-06-17
0.0,0,0,2018-06-18
70.15,130,12,2018-06-19
487.23999999999995,546,83,2018-06-20
194.45000000000002,237,36,2018-06-21
208.76999999999998,271,40,2018-06-22
0.0,0,0,2018-06-23
0.0,0,0,2018-06-24
0.0,0,0,2018-06-25
34.8,50,7,2018-06-26
530.9499999999999,467,71,2018-06-27
141.82999999999998,443,55,2018-06-28
0.0,0,0,2018-06-29
0.0,0,0,2018-06-30
0.0,0,0,2018-07-01
104.24999999999999,137,13,2018-07-02
32.95,183,17,2018-07-03
320.56,971,108,2018-07-04
0.0,0,0,2018-07-05
345.71000000000004,891,102,2018-07-06
0.0,0,0,2018-07-07
0.0,0,0,2018-07-08
258.71000000000004,304,41,2018-07-09
336.8300000000001,734,90,2018-07-10
350.46000000000004,691,82,2018-07-11
23.37,107,9,2018-07-12
252.64999999999995,442,54,2018-07-13
0.0,0,0,2018-07-14
137.59999999999997,139,20,2018-07-15
8.5,1,1,2018-07-16
190.0,254,32,2018-07-17
12.8,2,1,2018-07-18
0.0,0,0,2018-07-19
0.0,0,0,2018-07-20
0.0,0,0,2018-07-21
36.25,23,8,2018-07-22
1276.02,81,11,2018-07-23
112.53999999999999,161,17,2018-07-24
0.0,0,0,2018-07-25
29.95,3,1,2018-07-26
108.52,246,33,2018-07-27
0.0,0,0,2018-07-28
0.0,0,0,2018-07-29
0.0,0,0,2018-07-30
196.15,535,59,2018-07-31
0.0,0,0,2018-08-01
314.58,322,77,2018-08-02
8.5,1,1,2018-08-03
0.0,0,0,2018-08-04
55.60000000000001,206,21,2018-08-05
115.65,108,16,2018-08-06
0.0,0,0,2018-08-07
77.27,3,2,2018-08-08
68.3,190,25,2018-08-09
136.08999999999997,194,28,2018-08-10
0.0,0,0,2018-08-11
327.73,660,73,2018-08-12
0.0,0,0,2018-08-13
0.0,0,0,2018-08-14
179.14000000000001,815,69,2018-08-15
203.11,273,36,2018-08-16
357.27000000000004,514,67,2018-08-17
0.0,0,0,2018-08-18
139.92,451,52,2018-08-19
163.32,361,48,2018-08-20
89.99000000000001,116,14,2018-08-21
0.0,0,0,2018-08-22
135.26999999999998,175,25,2018-08-23
0.0,0,0,2018-08-24
0.0,0,0,2018-08-25
0.0,0,0,2018-08-26
0.0,0,0,2018-08-27
292.34,498,67,2018-08-28
1.45,0,1,2018-08-29
123.50000000000001,180,30,2018-08-30
0.0,0,0,2018-08-31
0.0,0,0,2018-09-01
152.37,429,50,2018-09-02
130.5,114,20,2018-09-03
108.39,493,52,2018-09-04
417.85,461,66,2018-09-05
2.17,4,2,2018-09-06
0.0,0,0,2018-09-07
0.0,0,0,2018-09-08
6.38,30,5,2018-09-09
128.74,410,39,2018-09-10
0.0,0,0,2018-09-11
63.0,368,26,2018-09-12
245.82000000000005,462,63,2018-09-13
1.65,2,1,2018-09-14
0.0,0,0,2018-09-15
0.0,0,0,2018-09-16
771.78,867,95,2018-09-17
260.77,1008,100,2018-09-18
0.0,0,0,2018-09-19
123.94,267,29,2018-09-20
0.0,0,0,2018-09-21
0.0,0,0,2018-09-22
81.30000000000001,68,11,2018-09-23
573.8700000000001,1350,171,2018-09-24
317.39000000000004,929,102,2018-09-25
1632.02,253,35,2018-09-26
2798.71,1010,113,2018-09-27
0.0,0,0,2018-09-28
0.0,0,0,2018-09-29
652.21,2558,240,2018-09-30
111.7,81,13,2018-10-01
5022.74,243,29,2018-10-02
223.35,314,39,2018-10-03
0.0,0,0,2018-10-04
178.72,183,29,2018-10-05
0.0,0,0,2018-10-06
0.0,0,0,2018-10-07
176.33,372,55,2018-10-08
0.0,0,0,2018-10-09
212.95000000000002,120,26,2018-10-10
600.26,1314,164,2018-10-11
0.0,0,0,2018-10-12
0.0,0,0,2018-10-13
301.0,518,63,2018-10-14
418.5499999999999,531,78,2018-10-15
283.55,548,73,2018-10-16
103.72000000000001,125,18,2018-10-17
679.72,1512,156,2018-10-18
1868.92,310,53,2018-10-19
0.0,0,0,2018-10-20
0.0,0,0,2018-10-21
220.82000000000002,435,54,2018-10-22
520.02,1146,130,2018-10-23
429.88,1521,150,2018-10-24
8086.08,602,77,2018-10-25
0.0,0,0,2018-10-26
0.0,0,0,2018-10-27
0.0,0,0,2018-10-28
189.83,412,48,2018-10-29
20.25,11,6,2018-10-30
362.58000000000004,580,73,2018-10-31
111.19,388,40,2018-11-01
394.92,947,104,2018-11-02
0.0,0,0,2018-11-03
57.32000000000001,149,17,2018-11-04
183.44,344,39,2018-11-05
267.01,765,81,2018-11-06
118.25,433,48,2018-11-07
9.95,3,1,2018-11-08
313.41,489,51,2018-11-09
0.0,0,0,2018-11-10
0.0,0,0,2018-11-11
956.5100000000002,1982,262,2018-11-12
356.88000000000005,845,94,2018-11-13
0.0,0,0,2018-11-14
243.72000000000003,609,64,2018-11-15
210.29999999999998,223,35,2018-11-16
0.0,0,0,2018-11-17
205.91999999999996,205,30,2018-11-18
77.25000000000001,60,7,2018-11-19
257.96,293,39,2018-11-20
39.4,8,4,2018-11-21
0.0,0,0,2018-11-22
182.34000000000003,348,41,2018-11-23
0.0,0,0,2018-11-24
0.0,0,0,2018-11-25
282.54,252,37,2018-11-26
0.0,0,0,2018-11-27
267.28,345,42,2018-11-28
22.5,23,6,2018-11-29
677.52,1481,170,2018-11-30
0.0,0,0,2018-12-01
0.0,0,0,2018-12-02
430.80000000000007,639,72,2018-12-03
0.0,0,0,2018-12-04
0.0,0,0,2018-12-05
339.3,435,64,2018-12-06
240.34999999999997,333,51,2018-12-07
0.0,0,0,2018-12-08
0.0,0,0,2018-12-09
0.0,0,0,2018-12-10
0.0,0,0,2018-12-11
0.0,0,0,2018-12-12
88.61,207,23,2018-12-13
352.75999999999993,570,68,2018-12-14
0.0,0,0,2018-12-15
112.75,130,18,2018-12-16
86.81,46,21,2018-12-17
127.4,192,29,2018-12-18
0.0,0,0,2018-12-19
95.75,111,16,2018-12-20
0.0,0,0,2018-12-21
0.0,0,0,2018-12-22
0.0,0,0,2018-12-23
0.0,0,0,2018-12-24
0.0,0,0,2018-12-25
0.0,0,0,2018-12-26
0.0,0,0,2018-12-27
0.0,0,0,2018-12-28
0.0,0,0,2018-12-29
0.0,0,0,2018-12-30
0.0,0,0,2018-12-31
0.0,0,0,2019-01-01
89.77,40,15,2019-01-02
0.0,0,0,2019-01-03
0.0,0,0,2019-01-04
0.0,0,0,2019-01-05
83.70000000000002,85,13,2019-01-06
3.75,3,1,2019-01-07
0.0,0,0,2019-01-08
0.0,0,0,2019-01-09
0.0,0,0,2019-01-10
128.19,425,41,2019-01-11
0.0,0,0,2019-01-12
0.0,0,0,2019-01-13
0.0,0,0,2019-01-14
73.67,105,10,2019-01-15
0.0,0,0,2019-01-16
66.35000000000001,241,21,2019-01-17
0.0,0,0,2019-01-18
0.0,0,0,2019-01-19
0.0,0,0,2019-01-20
145.19,47,15,2019-01-21
0.0,0,0,2019-01-22
124.07,497,52,2019-01-23
139.92000000000002,161,21,2019-01-24
0.0,0,0,2019-01-25
0.0,0,0,2019-01-26
0.0,0,0,2019-01-27
0.0,0,0,2019-01-28
140.36,372,45,2019-01-29
3.75,4,1,2019-01-30
222.80999999999997,254,40,2019-01-31
106.05000000000001,75,13,2019-02-01
0.0,0,0,2019-02-02
0.0,0,0,2019-02-03
0.0,0,0,2019-02-04
19.9,3,2,2019-02-05
0.0,0,0,2019-02-06
0.0,0,0,2019-02-07
0.0,0,0,2019-02-08
0.0,0,0,2019-02-09
0.0,0,0,2019-02-10
339.68999999999994,1125,114,2019-02-11
364.23,708,133,2019-02-12
0.0,0,0,2019-02-13
91.24000000000001,87,14,2019-02-14
82.50000000000001,61,10,2019-02-15
0.0,0,0,2019-02-16
0.0,0,0,2019-02-17
159.76999999999998,380,47,2019-02-18
0.0,0,0,2019-02-19
88.07,161,15,2019-02-20
0.0,0,0,2019-02-21
25.0,14,6,2019-02-22
0.0,0,0,2019-02-23
0.0,0,0,2019-02-24
0.0,0,0,2019-02-25
25.0,66,6,2019-02-26
0.0,0,0,2019-02-27
0.85,2,1,2019-02-28
235.97,671,75,2019-03-01
0.0,0,0,2019-03-02
0.0,0,0,2019-03-03
0.0,0,0,2019-03-04
0.0,0,0,2019-03-05
0.0,0,0,2019-03-06
255.57,686,63,2019-03-07
6748.68,9,4,2019-03-08
0.0,0,0,2019-03-09
0.0,0,0,2019-03-10
448.11000000000007,707,102,2019-03-11
389.94,920,96,2019-03-12
0.0,0,0,2019-03-13
81.44,303,26,2019-03-14
211.11999999999998,259,44,2019-03-15
0.0,0,0,2019-03-16
79.19999999999999,73,11,2019-03-17
0.0,0,0,2019-03-18
0.0,0,0,2019-03-19
0.0,0,0,2019-03-20
106.2,114,16,2019-03-21
118.91000000000001,359,43,2019-03-22
0.0,0,0,2019-03-23
24.79,5,3,2019-03-24
167.63999999999993,357,39,2019-03-25
126.49999999999999,227,27,2019-03-26
0.0,0,0,2019-03-27
79.4,45,9,2019-03-28
231.62999999999997,537,67,2019-03-29
0.0,0,0,2019-03-30
0.0,0,0,2019-03-31
141.13999999999996,239,29,2019-04-01
0.0,0,0,2019-04-02
177.47,541,65,2019-04-03
139.57,286,33,2019-04-04
0.0,0,0,2019-04-05
0.0,0,0,2019-04-06
0.0,0,0,2019-04-07
218.68999999999994,457,61,2019-04-08
0.0,0,0,2019-04-09
0.0,0,0,2019-04-10
0.0,0,0,2019-04-11
0.0,0,0,2019-04-12
0.0,0,0,2019-04-13
168.14,135,25,2019-04-14
0.0,0,0,2019-04-15
93.71,196,21,2019-04-16
0.0,0,0,2019-04-17
0.0,0,0,2019-04-18
0.0,0,0,2019-04-19
0.0,0,0,2019-04-20
0.0,0,0,2019-04-21
0.0,0,0,2019-04-22
0.0,0,0,2019-04-23
58.5,46,5,2019-04-24
0.0,0,0,2019-04-25
0.0,0,0,2019-04-26
0.0,0,0,2019-04-27
0.0,0,0,2019-04-28
0.0,0,0,2019-04-29
289.31,482,68,2019-04-30
0.0,0,0,2019-05-01
115.23,194,24,2019-05-02
75.37,201,20,2019-05-03
0.0,0,0,2019-05-04
154.82999999999998,386,49,2019-05-05
0.0,0,0,2019-05-06
146.04999999999998,289,38,2019-05-07
0.0,0,0,2019-05-08
0.0,0,0,2019-05-09
0.0,0,0,2019-05-10
0.0,0,0,2019-05-11
142.29,130,18,2019-05-12
525.58,1163,138,2019-05-13
223.86999999999998,319,50,2019-05-14
238.57999999999998,440,60,2019-05-15
262.9,368,46,2019-05-16
133.43999999999997,173,23,2019-05-17
0.0,0,0,2019-05-18
0.0,0,0,2019-05-19
210.55999999999995,380,52,2019-05-20
14.45,6,2,2019-05-21
0.0,0,0,2019-05-22
124.14000000000001,233,29,2019-05-23
0.0,0,0,2019-05-24
0.0,0,0,2019-05-25
0.0,0,0,2019-05-26
0.0,0,0,2019-05-27
0.0,0,0,2019-05-28
7.5,1,1,2019-05-29
0.0,0,0,2019-05-30
0.0,0,0,2019-05-31
0.0,0,0,2019-06-01
0.0,0,0,2019-06-02
221.2,297,45,2019-06-03
78.69,142,13,2019-06-04
123.75000000000001,711,65,2019-06-05
228.89,432,48,2019-06-06
0.0,0,0,2019-06-07
0.0,0,0,2019-06-08
0.0,0,0,2019-06-09
139.06999999999996,322,42,2019-06-10
0.0,0,0,2019-06-11
67.92,367,31,2019-06-12
187.94,223,33,2019-06-13
183.43,272,33,2019-06-14
0.0,0,0,2019-06-15
115.07000000000001,70,14,2019-06-16
6266.24,8,4,2019-06-17
178.92000000000002,76,43,2019-06-18
217.27,414,47,2019-06-19
114.80000000000001,158,22,2019-06-20
1325.0900000000001,646,73,2019-06-21
0.0,0,0,2019-06-22
0.0,0,0,2019-06-23
178.43999999999997,327,46,2019-06-24
0.0,0,0,2019-06-25
253.67,709,80,2019-06-26
92.16000000000003,237,30,2019-06-27
295.21,440,55,2019-06-28
0.0,0,0,2019-06-29
0.0,0,0,2019-06-30
225.83,457,56,2019-07-01
137.5,21,7,2019-07-02
0.0,0,0,2019-07-03
0.0,0,0,2019-07-04
12.75,2,1,2019-07-05
0.0,0,0,2019-07-06
0.0,0,0,2019-07-07
0.0,0,0,2019-07-08
0.0,0,0,2019-07-09
0.0,0,0,2019-07-10
359.19,578,76,2019-07-11
0.0,0,0,2019-07-12
0.0,0,0,2019-07-13
0.0,0,0,2019-07-14
146.98,817,85,2019-07-15
596.69,1595,158,2019-07-16
0.0,0,0,2019-07-17
204.05,431,41,2019-07-18
0.0,0,0,2019-07-19
0.0,0,0,2019-07-20
0.0,0,0,2019-07-21
0.0,0,0,2019-07-22
73.02,85,10,2019-07-23
47.62,272,24,2019-07-24
375.15000000000003,754,80,2019-07-25
95.19000000000001,220,25,2019-07-26
0.0,0,0,2019-07-27
205.83999999999997,1007,99,2019-07-28
