daily_revenue,daily_views,daily_purchases,dates
0.0,0,0,2018-07-20
0.0,0,0,2018-07-21
0.0,0,0,2018-07-22
0.0,0,0,2018-07-23
41.32,143,14,2018-07-24
151.46999999999997,328,53,2018-07-25
0.0,0,0,2018-07-26
0.0,0,0,2018-07-27
0.0,0,0,2018-07-28
0.0,0,0,2018-07-29
0.0,0,0,2018-07-30
25.0,5,1,2018-07-31
0.0,0,0,2018-08-01
0.0,0,0,2018-08-02
0.0,0,0,2018-08-03
0.0,0,0,2018-08-04
0.0,0,0,2018-08-05
0.0,0,0,2018-08-06
0.0,0,0,2018-08-07
0.0,0,0,2018-08-08
16.38,111,14,2018-08-09
28.95,18,5,2018-08-10
0.0,0,0,2018-08-11
0.0,0,0,2018-08-12
0.0,0,0,2018-08-13
0.0,0,0,2018-08-14
0.0,0,0,2018-08-15
16.5,4,3,2018-08-16
0.0,0,0,2018-08-17
0.0,0,0,2018-08-18
20.09,89,11,2018-08-19
0.0,0,0,2018-08-20
0.0,0,0,2018-08-21
0.0,0,0,2018-08-22
0.0,0,0,2018-08-23
0.0,0,0,2018-08-24
0.0,0,0,2018-08-25
0.0,0,0,2018-08-26
0.0,0,0,2018-08-27
105.16000000000001,281,27,2018-08-28
0.0,0,0,2018-08-29
0.0,0,0,2018-08-30
4.95,2,1,2018-08-31
0.0,0,0,2018-09-01
0.0,0,0,2018-09-02
112.05,376,41,2018-09-03
0.0,0,0,2018-09-04
0.0,0,0,2018-09-05
0.0,0,0,2018-09-06
0.0,0,0,2018-09-07
0.0,0,0,2018-09-08
0.0,0,0,2018-09-09
0.0,0,0,2018-09-10
7.700000000000001,70,5,2018-09-11
82.51,227,24,2018-09-12
0.0,0,0,2018-09-13
211.79999999999998,584,69,2018-09-14
0.0,0,0,2018-09-15
0.0,0,0,2018-09-16
0.0,0,0,2018-09-17
0.0,0,0,2018-09-18
3.0999999999999996,6,2,2018-09-19
0.0,0,0,2018-09-20
0.0,0,0,2018-09-21
0.0,0,0,2018-09-22
0.0,0,0,2018-09-23
0.0,0,0,2018-09-24
0.0,0,0,2018-09-25
99.47,240,25,2018-09-26
0.0,0,0,2018-09-27
49.71000000000001,105,11,2018-09-28
0.0,0,0,2018-09-29
26.039999999999996,185,14,2018-09-30
0.0,0,0,2018-10-01
106.52000000000001,134,59,2018-10-02
0.0,0,0,2018-10-03
0.0,0,0,2018-10-04
0.0,0,0,2018-10-05
0.0,0,0,2018-10-06
0.0,0,0,2018-10-07
0.0,0,0,2018-10-08
0.0,0,0,2018-10-09
135.17999999999998,510,51,2018-10-10
25.34,119,8,2018-10-11
55.34,144,20,2018-10-12
0.0,0,0,2018-10-13
0.0,0,0,2018-10-14
220.0,1,1,2018-10-15
47.449999999999996,92,16,2018-10-16
72.06,126,16,2018-10-17
0.0,0,0,2018-10-18
58.49,194,20,2018-10-19
0.0,0,0,2018-10-20
0.0,0,0,2018-10-21
0.0,0,0,2018-10-22
0.0,0,0,2018-10-23
0.0,0,0,2018-10-24
0.0,0,0,2018-10-25
0.0,0,0,2018-10-26
0.0,0,0,2018-10-27
0.0,0,0,2018-10-28
0.0,0,0,2018-10-29
118.7,33,13,2018-10-30
0.0,0,0,2018-10-31
99.25000000000001,91,12,2018-11-01
41.7,119,13,2018-11-02
0.0,0,0,2018-11-03
0.0,0,0,2018-11-04
0.0,0,0,2018-11-05
44.22,86,16,2018-11-06
0.0,0,0,2018-11-07
0.0,0,0,2018-11-08
0.0,0,0,2018-11-09
0.0,0,0,2018-11-10
0.0,0,0,2018-11-11
0.0,0,0,2018-11-12
0.0,0,0,2018-11-13
0.0,0,0,2018-11-14
0.0,0,0,2018-11-15
67.6,23,5,2018-11-16
0.0,0,0,2018-11-17
0.0,0,0,2018-11-18
0.0,0,0,2018-11-19
0.0,0,0,2018-11-20
0.0,0,0,2018-11-21
0.0,0,0,2018-11-22
118.9,287,31,2018-11-23
0.0,0,0,2018-11-24
0.0,0,0,2018-11-25
0.0,0,0,2018-11-26
0.0,0,0,2018-11-27
0.0,0,0,2018-11-28
0.0,0,0,2018-11-29
15.699999999999998,93,10,2018-11-30
0.0,0,0,2018-12-01
0.0,0,0,2018-12-02
0.0,0,0,2018-12-03
0.0,0,0,2018-12-04
0.0,0,0,2018-12-05
257.94000000000005,134,80,2018-12-06
0.0,0,0,2018-12-07
0.0,0,0,2018-12-08
0.0,0,0,2018-12-09
97.14000000000001,175,20,2018-12-10
0.0,0,0,2018-12-11
0.0,0,0,2018-12-12
0.0,0,0,2018-12-13
16.8,100,10,2018-12-14
0.0,0,0,2018-12-15
0.0,0,0,2018-12-16
0.0,0,0,2018-12-17
0.0,0,0,2018-12-18
0.0,0,0,2018-12-19
0.0,0,0,2018-12-20
0.0,0,0,2018-12-21
0.0,0,0,2018-12-22
0.0,0,0,2018-12-23
0.0,0,0,2018-12-24
0.0,0,0,2018-12-25
0.0,0,0,2018-12-26
0.0,0,0,2018-12-27
0.0,0,0,2018-12-28
0.0,0,0,2018-12-29
0.0,0,0,2018-12-30
0.0,0,0,2018-12-31
0.0,0,0,2019-01-01
0.0,0,0,2019-01-02
1126.0,3,1,2019-01-03
286.64,536,98,2019-01-04
0.0,0,0,2019-01-05
0.0,0,0,2019-01-06
401.6000000000001,592,93,2019-01-07
131.33999999999997,368,35,2019-01-08
0.0,0,0,2019-01-09
0.0,0,0,2019-01-10
0.0,0,0,2019-01-11
0.0,0,0,2019-01-12
0.0,0,0,2019-01-13
0.0,0,0,2019-01-14
95.59999999999998,269,29,2019-01-15
64.78999999999999,48,23,2019-01-16
10.95,4,1,2019-01-17
0.0,0,0,2019-01-18
0.0,0,0,2019-01-19
0.0,0,0,2019-01-20
45.730000000000004,87,11,2019-01-21
0.0,0,0,2019-01-22
0.0,0,0,2019-01-23
2117.45,596,94,2019-01-24
0.0,0,0,2019-01-25
0.0,0,0,2019-01-26
0.0,0,0,2019-01-27
0.0,0,0,2019-01-28
49.45,102,12,2019-01-29
0.0,0,0,2019-01-30
165.06999999999994,171,31,2019-01-31
0.0,0,0,2019-02-01
0.0,0,0,2019-02-02
0.0,0,0,2019-02-03
0.0,0,0,2019-02-04
0.0,0,0,2019-02-05
183.93,277,40,2019-02-06
0.0,0,0,2019-02-07
0.0,0,0,2019-02-08
0.0,0,0,2019-02-09
0.0,0,0,2019-02-10
52.470000000000006,152,13,2019-02-11
0.0,0,0,2019-02-12
0.0,0,0,2019-02-13
0.0,0,0,2019-02-14
20.8,7,4,2019-02-15
0.0,0,0,2019-02-16
0.0,0,0,2019-02-17
0.0,0,0,2019-02-18
0.0,0,0,2019-02-19
0.0,0,0,2019-02-20
0.0,0,0,2019-02-21
0.0,0,0,2019-02-22
0.0,0,0,2019-02-23
0.0,0,0,2019-02-24
0.0,0,0,2019-02-25
0.0,0,0,2019-02-26
0.0,0,0,2019-02-27
0.0,0,0,2019-02-28
89.39,212,23,2019-03-01
0.0,0,0,2019-03-02
0.0,0,0,2019-03-03
22.5,6,3,2019-03-04
0.0,0,0,2019-03-05
0.0,0,0,2019-03-06
0.0,0,0,2019-03-07
0.0,0,0,2019-03-08
0.0,0,0,2019-03-09
0.0,0,0,2019-03-10
0.0,0,0,2019-03-11
0.0,0,0,2019-03-12
331.45,366,61,2019-03-13
0.0,0,0,2019-03-14
0.0,0,0,2019-03-15
0.0,0,0,2019-03-16
0.0,0,0,2019-03-17
0.0,0,0,2019-03-18
195.98999999999998,335,44,2019-03-19
0.0,0,0,2019-03-20
108.13,411,34,2019-03-21
115.25,319,34,2019-03-22
0.0,0,0,2019-03-23
0.0,0,0,2019-03-24
7.65,48,5,2019-03-25
0.0,0,0,2019-03-26
0.0,0,0,2019-03-27
0.0,0,0,2019-03-28
0.0,0,0,2019-03-29
0.0,0,0,2019-03-30
0.0,0,0,2019-03-31
0.0,0,0,2019-04-01
0.0,0,0,2019-04-02
0.0,0,0,2019-04-03
0.0,0,0,2019-04-04
0.0,0,0,2019-04-05
0.0,0,0,2019-04-06
0.0,0,0,2019-04-07
63.38000000000001,116,15,2019-04-08
0.0,0,0,2019-04-09
0.0,0,0,2019-04-10
0.0,0,0,2019-04-11
0.0,0,0,2019-04-12
0.0,0,0,2019-04-13
0.0,0,0,2019-04-14
0.0,0,0,2019-04-15
0.0,0,0,2019-04-16
0.0,0,0,2019-04-17
261.22,389,58,2019-04-18
0.0,0,0,2019-04-19
0.0,0,0,2019-04-20
0.0,0,0,2019-04-21
0.0,0,0,2019-04-22
0.0,0,0,2019-04-23
0.0,0,0,2019-04-24
72.04999999999998,218,23,2019-04-25
0.0,0,0,2019-04-26
0.0,0,0,2019-04-27
0.0,0,0,2019-04-28
0.0,0,0,2019-04-29
0.0,0,0,2019-04-30
108.68,455,41,2019-05-01
0.0,0,0,2019-05-02
113.10000000000001,88,15,2019-05-03
0.0,0,0,2019-05-04
0.0,0,0,2019-05-05
0.0,0,0,2019-05-06
0.0,0,0,2019-05-07
0.0,0,0,2019-05-08
0.0,0,0,2019-05-09
0.0,0,0,2019-05-10
0.0,0,0,2019-05-11
0.0,0,0,2019-05-12
0.0,0,0,2019-05-13
0.0,0,0,2019-05-14
0.0,0,0,2019-05-15
0.0,0,0,2019-05-16
0.0,0,0,2019-05-17
0.0,0,0,2019-05-18
0.0,0,0,2019-05-19
0.0,0,0,2019-05-20
0.0,0,0,2019-05-21
0.0,0,0,2019-05-22
28.85,11,2,2019-05-23
0.0,0,0,2019-05-24
0.0,0,0,2019-05-25
0.0,0,0,2019-05-26
0.0,0,0,2019-05-27
169.03,422,47,2019-05-28
0.0,0,0,2019-05-29
0.0,0,0,2019-05-30
59.51999999999999,93,13,2019-05-31
0.0,0,0,2019-06-01
0.0,0,0,2019-06-02
128.60999999999999,124,23,2019-06-03
0.0,0,0,2019-06-04
0.0,0,0,2019-06-05
234.26,298,48,2019-06-06
0.0,0,0,2019-06-07
0.0,0,0,2019-06-08
0.0,0,0,2019-06-09
0.0,0,0,2019-06-10
0.0,0,0,2019-06-11
0.0,0,0,2019-06-12
221.21999999999997,386,61,2019-06-13
0.0,0,0,2019-06-14
0.0,0,0,2019-06-15
120.88,313,32,2019-06-16
0.0,0,0,2019-06-17
0.0,0,0,2019-06-18
0.0,0,0,2019-06-19
0.0,0,0,2019-06-20
0.0,0,0,2019-06-21
0.0,0,0,2019-06-22
33.6,49,5,2019-06-23
0.0,0,0,2019-06-24
0.0,0,0,2019-06-25
0.0,0,0,2019-06-26
0.0,0,0,2019-06-27
0.0,0,0,2019-06-28
0.0,0,0,2019-06-29
0.0,0,0,2019-06-30
30.07,160,15,2019-07-01
0.0,0,0,2019-07-02
42.5,137,13,2019-07-03
138.99999999999997,160,27,2019-07-04
0.0,0,0,2019-07-05
0.0,0,0,2019-07-06
0.0,0,0,2019-07-07
180.73999999999998,166,67,2019-07-08
0.0,0,0,2019-07-09
0.0,0,0,2019-07-10
0.0,0,0,2019-07-11
0.0,0,0,2019-07-12
0.0,0,0,2019-07-13
0.0,0,0,2019-07-14
0.0,0,0,2019-07-15
0.0,0,0,2019-07-16
45.09,19,4,2019-07-17
0.0,0,0,2019-07-18
0.0,0,0,2019-07-19
0.0,0,0,2019-07-20
0.0,0,0,2019-07-21
164.83,479,47,2019-07-22
0.0,0,0,2019-07-23
0.0,0,0,2019-07-24
45.400000000000006,57,8,2019-07-25
